abis,habis
abisin,habis
abisnya,habisnya
abistu,habis itu
abusanya,busanya
acne prone,wajah berjerawat
acne,jerawat
acneprone,jerawat
acnes,jerawat
acnesnya,jerawat
active,aktif
actives,aktif
adaa,ada
adalahmake,adalah pakai
adang,kadang
adatoner,ada toner
adekku,adek ku
adikku,adik ku
adl,adil
adlh,adalah
aer,air
afa,ada
afdol,ampuh
afforadable,terjangkau
afford,terjangkau
affordable,terjangkau
afordable,terjangkau
after,setelah
afterapply,setelah pakai
afternya,setelah
aftertaste,setelah pakai
afteusenya,setelah pakai
ajaibkuu,ajaib aku
ajasih,aja
akhirnya,akhir
akhrinya,akhir
akrna,karena
aktifitas,aktivitas
aktivitas,aktifitas
aktivitasku,aktifitas
akulit,kulit
akum,aku
akumahh,aku
akun,aku
akutuh,aku
alcohol,alkohol
alcoholnya,alkohol
alesan,alasan
alesannya,alasan
alhasik,alhasil
alkoholnyaa,alkohol
allergen,alergi
aloe,alovera
alovera,aloevera
alternative,alternatif
alus,halus
always,selalu
ama,sama
amaze,kagum
amazed,kagum
amazenya,kagum
amazing,kagum
ampe,sampai
ampoulenya,ampoule
ampuhbnrbnr,ampuh benar
andalah,andalan
andelin,andal
anehh,aneh
anehnya,aneh
angakat,angkat
angkatbersihcerah,angkat bersih cerah
annoying,ganggu
anotherr,another
anoying,ganggu
antaranya,antara
antibakteri,anti bakteri
antioksidan,anti oksidan
apes,sial
aplikator,pakai
aplikatornya,pakai
aply,pakai
aplying,pakai
applied,pakai
apply,pakai
approved,setuju
apus,hapus
aqu,aku
aromanaya,aroma
artitel,artikel
asa,ada
aseli,asli
ato,atau
atw,atau
awat,awet
awlanya,awal
awrt,awet
bad,buruk
badantube,badan
bagikalian,bagi kalian
bagua,bagus
bagun,bagus
bagusny,bagus
bagusnysel,bagus
baguspol,bagus
baguss,bagus
bagussbgt,bagus banget
bahanya,bahan
bahayaaman,bahaya aman
bahkann,bahkan
bahkn,bahkan
baiks,baik
bakal,akan
balancing,imbang
balek,balik
balikaku,balik aku
balum,belum
bandel,bandal
bandingin,banding
bandungg,bandung
bangat,banget
banged,banget
bangeet,banget
bangeett,banget
banger,banget
banget,banget
bangetbanget,banget
bangett,banget
bangey,banget
bangus,bagus
banhet,banget
banhget,banget
bantuu,bantu
banya,banyak
banyaakk,banyak
banyakk,banyak
banyakmuncul,banyak muncul
banyk,banyak
baran,barang
barangkali,barang kali
barcode,kode
barcodenya,kode
bare,wajah asli
bareface,wajah asli
barengin,bareng
barier,barrier
barierr,barrier
barrier,barrier
barrier,dasar
barrierku,barrier
barumeski,baru meskipun
baruu,baru
basa,basah
base,dasar
based,dasar
basic,dasar
basicnya,dasar
bauk,bau
bawak,bawa
bayangin,bayang
bberapa,berapa
bbrp,beberapa
bcs,karena
beauties,cantik
beauty,cantik
beberaapa,beberapa
beberap,beberapa
bebrapa,beberapa
because,karena
before,sebelum
bekurang,berkurang
bel,beli
belom,belum
belu,beli
benarterasa,benar terasa
bene,manfaat
benee,manfaat
benefit,manfaat
benefitnya,manfaat
benefits,manfaat
bener,benar
benera,benar
beneran,benar
benerann,benar
benerbener,benar
bengkuang,bengkoang
benjol,bentol
bentolanya,bentok
bentukny,bentuknya
benwr,benar
benzoyl,benjol
beradptasi,beradaptasi
beraktifitas,aktivitas
beranii,berani
beraniin,berani
berasa,rasa
berasanya,rasa
berbulan,bulan
berbulanbulan,bulan bulan
berekasinya,bereaksi
berekspektasi,ekspektasi
berekspetasi,ekspektasi
berentiin,berhenti
beres,selesai
berfragrance,parfum
berharap,harap
berhentiin,berhenti
berishinnya,bersih
berisihin,bersih
berisihin,bersihi
berjasaa,berjasa
berlendirr,berlendir
bermakeup,makeup
bermanfat,manfaat
berminyakan,berminyak
berminyk,minyak
bernapas,bernafas
bershin,bersih
bersihan,bersih
bersihbgt,bersih banger
bersihh,bersih
bersihin,bersih
bersihinin,bersih
bersihinnya,bersih
bersiih,bersih
bersiin,bersih
bertestur,bertekstur
bertexture,bertekstur
beruntus,bruntus
beruntusan,bruntus
beruntusantentu,bruntus tentu
beruntusanya,bruntus
best,bagus
best,terbaik
bestseler,laris
bestt,bagus
bete,kesal
beter,lebih baik
better,lebih baik
bgd,banget
bgiann,bagian
bgni,begini
bgs,bagus
bgt,banget
bgtbeberapa,banget beberapa
bgtbgt,banget
bgtbgtbgt,banget
bgtt,banget
bgtu,begitu
bgus,bagus
bguss,bagus
bgy,bagus
bhanya,bahannya
bhumi,bumi
biarin,biar
biarpun,biar
biasaa,biasa
biat,buat
big,besar
bigno,tidak banget
biikin,buat
biki,buat
bikim,buat
bikin,buat
biking,buat
bikit,buat
bikn,buat
bilah,bila
bilg,bila
bilin,bilang
billa,bila
biodermaini,bioderma
biodherma,bioderma
biodrma,bioderma
bis,bisa
bisaa,bisa
bkin,buat
bkn,bukan
black,blackhead
blackhead,komedo
blackheadnya,komedo hitam
blackheads,blackhead
bland,pakai
blend,pakai
blendnya,pakai
blg,bilang
bli,beli
blm,belum
blom,belum
bner,benar
bnget,banget
bngt,banget
bngtbngtbbgt,banget
bnr,benar
bnran,benar
bnrbnr,benar
bnrn,benar
bnyak,banyak
bnyk,banyak
bnykan,banyak
bo,breakout
bole,boleh
boom,wow
booming,viral
boong,bohong
bosen,bosan
bosenan,bosan
boto,botol
bottle,botol
box,kotak
boxnya,kotak
brani,berani
brapa,berapa
brarti,berarti
brasa,merasa
break,breakout
breakout,jerawat
breakoutnya,breakout
brentin,berhenti
brighetningfacetoner,cerah
bright,cerah
brightening,cerah
brighteningfacetoner,toner wajah cerah
brighteningg,cerah
brighteningnya,cerah
brightnya,cerah
brkurang,berkurang
brnanah,nanah
brntkn,berantakan
brp,berapa
brpa,berapa
brrt,berarti
brsa,berasa
bru,baru
bruntusan,bruntus
bruntusangatal,bruntus gatal
bruntusanku,bruntus
bruntusannya,bruntus
bruntusanpun,bruntus
bruntusany,bruntusan
bruntusanya,bruntus
bruntusnya,bruntus
brutusan,bruntus
bs,bisa
bsa,bisa
bsk,besok
bsknya,besok
bsok,besok
bsoknya,besok
bte,btw
btuh,butuh
btuntusan,bruntus
buag,buat
buagus,bagus
buangeet,banget
buanget,banget
buanyak,banyak
buatyg,buat yang
bucin,cinta
bucinnya,suka
buerrsih,bersih
buffer,penyangga
bukany,bukan
buktiin,bukti
bulanan,bulan
bulky,tebal
buru,buruk
buruknyaa,buruk
busaa,busa
busahnya,busa
busayg,busa yang
but,tapi
butirany,butiran
butuhin,butuh
buying,buy
byebye,bye
byk,banyak
cakep,bagus
calm,tenang
calming,tenang
cam,tenang
camphor,campur
cannot,tidak
cantela,centela
cantika,cantik
cape,capek
care,peduli
cause,karena
cba,coba
ccok,cocok
cegat,cegah
cekat,cekit
cekitnya,cekit
cekitt,cekit
centaphil,cetaphil
centellanya,centella
cepet,cepat
cepetan,cepat
cera,cerah
ceraham,cerah
cerahan,cerah
cerahh,cerah
cerahin,cerah
cerahkan,cerah
cerahnya,cerah
cetaph,cetaphil
cetaphill,cetaphil
cetapil,cetaphil
cetha,cetaphil
cetphil,cetaphil
change,ubah
changed,ubah
changes,ubah
changing,ubah
cheap,murah
chech,cek
check,cek
chemicalku,chemical
choose,pilih
choosing,pilih
chose,pilih
cintah,cinta
cintak,cinta
cintanya,cinta
ckup,cukup
claim,klaim
claimny,klaim
claimnya,klaim
claims,klaim
clam,klaim
clean,bersih
cleaner,bersih
cleaning,bersih
cleans,bersih
cleanse,pembersih
cleanser,bersih
cleansernya,bersih
cleansers,bersih
cleansing,bersih
cleansingnya,bersih
clear,bersih
clearing,bersih
cleasing,bersih
clekit,cekit
clenaser,bersih
clensing,bersih
cloged,tersumbat
clogged,tersumbat
clogging,tersumbat
close,tutup
cmn,hanya
cobaa,coba
cobacoba,coba
cobai,coba
cobaiin,coba
cobaik,coba
cobain,coba
cobainn,coba
cobak,coba
cobalah,coba
coban,coba
cockk,cocok
cocokan,cocok
cocokk,cocok
cocoknya,cocok
cocol,cocok
cocookk,cocok
colagen,collagen
collage,collagen
collagen,kolagen
collagennya,collagen
colorant,pewarna
colorless,tanpa warna
combi,kombinasi
combinasi,kombinasi
combination,kombinasi
combine,kombinasi
comby,kombinasi
compare,bandingkan
cona,coba
concentrated,konsentrasi
condition,kondisi
consistency,konsistensi
consistencynya,konsistensi
constantly,selalu
contact,kontak
contains,contain
control,kontrol
controlnya,kontrol
convenience,nyaman
cool,dingin
cooling,dingin
coolingnya,dingin
correct,benar
corsc,cosrx
corsx,cosrx
cosr,cosrx
cosrxahabha,cosrx aha bha
cotton,katun
cpt,cepat
cracky,pecah
cream,creamy
cri,cari
cruelty,kejam
csman,hanya
cucimuka,cuci wajah
cucmuk,cuci wajah
cucok,cocok
cucumbar,cucumber
cucumbernya,cucumber
cucumis,cucumber
cuepett,cepat
cuku,cukup
cukuo,cukup
cukupp,cukup
cumaa,hanya
cuman,hanya
cumann,hanya
cumuk,cuci wajah
cumuknya,cuci wajah
cute,lucu
daan,dan
dabest,terbaik
daguku,dagu ku
dahal,padahal
dailyku,daily
dailyy,daily
dak,dan
dalem,dalam
dalemnya,dalamnya
damn,sial
dann,dan
dapatin,dapat
dapet,dapat
dapetin,dapat
dapetnya,dapat
dapett,dapat
dar,dari
dariku,dari ku
dark,gelap
daru,dari
dateng,datang
dbanding,dibanding
debeli,dibeli
debes,bagus
debest,terbaik
deep,dalam
definis,definisi
dehidrated,dehidrasi
dehirasi,dehidrasi
deket,dekat
demen,suka
denger,dengar
dengn,dengan
dep,deep
dependable,diandalkan
descin,desain
description,deskripsi
design,desain
deskripsiin,deskripsi
despite,meskipun
dewy,basah
dgn,dengan
diabisin,habis
diakalin,akal
diakun,di aku
diakun,di akuya
dialy,daily
diamb,diam
diapake,dipakai
diaply,pakai
diaplyin,pakai
diapply,dipakai
diatasin,diatasi
diawal,di awal
diawali,di awal
dibadan,badan
dibanding,di banding
dibandingin,dibandingi
dibarengin,bareng
dibedain,beda
dibeliin,beli
dibersihin,bersih
dibersihinnya,bersih
dibikin,di buat
dibilangnya,di bilang
dibilas,di bilas
diblg,dibilang
dibusain,busa
dibwa,dibawa
dicoba,di coba
dicobaa,dicoba
dicobain,dicoba
dicombo,digabung
didapet,dapat
didapetin,didapat
didiemin,didiam
didn,tidak
didnt,tidak
die,mati
diemin,diam
dieplay,pakai
difference,beda
differences,beda
digabungin,digabung
digunain,guna
dihatikuu,dihati
dihibahin,hibah
diidung,hidung
diitung,hitung
dijadiin,jadi
dijadin,jadi
dijelasin,jelas
dijelasinnya,di jelasinnya
dijelasinnya,jelas
dikantongg,kantong
dikasi,di kasih
dikasih,di kasih
dikasihin,kasih
dikelopek,kelupas
dikembaliin,kembalikan
dikencengin,erat
dikiit,sedikit
dikirimin,di kirim
dikirimin,kirim
dikit,sedikit
dikopek,kelupas
dikulit,di kulit
dikulitku,di kulit aku
dikulitkuu,kulit
dilanjutin,lanjut
dilayer,dilapis
diletusin,pecah
dilewatt,lewat
dilupain,lupa
dimakeup,makeup
dimasukin,masuk
dimuka,wajah
dinaikin,naik
dinginya,dingin
dinotice,perhatikan
diolesin,oles
dipakaiin,pakaikan
dipakaiinnya,dipakai
dipakaikan,di pakaikan
dipake,pakai
dipakedan,dipakai dan
dipakein,pakai
dipakek,pakai
dipakenya,pakai
dipakenyaa,pakai
dipakep,dipake
dipegangharga,di pegang harga
dipemakaian,pakai
diperhatiin,perhatikan
dipijet,di pijat
dipke,dipakai
diracunin,diracuni
diraguin,diragukan
dirasain,dirasakan
diratain,rata
direcomended,rekomendasi
direkomen,rekomendasi
direkomendasiin,rekomendasi
direkomendasin,rekomendasi
direview,review
dirty,jorok
disapointed,kecewa
disaranin,saran
disarinin,saran
disemprotin,semprot
disimpen,disimpan
disko,diskon
disodorin,sodor
display,pakai
dispray,semprot
ditambahin,tambah
ditangan,tangan
ditanyain,tanya
ditelateni,rutin
ditempelin,tempel
ditemplokin,tempel
ditemuin,temui
ditemuinnya,temui
ditetesin,tetes
ditolerir,toleransi
ditunguin,tunggu
diusapin,di usap
diwajahku,wajah
diyoutube,youtube
djidat,di jidat
dkit,sedikit
dkt,dekat
dlm,dalam
dlu,dulu
dobel,double
doble,double
doenst,doesnt
doesn,doesnt
doesnst,doesnt
doesnt,tidak
dont,tidak
doubel,double
doubt,ragu
doyan,suka
dpakai,dipakai
dpencet,pencet
dpt,dapat
dri,dari
drpada, dari pada
drpada,dari pada
drpd,dari pada
dry,kering
drying,kering
easily,mudah
easy,mudah
efect,efek
efectnya,efek
efekanti,efek
efekk,efek
efekny,efek
efeknya,efek
efeknyaa,efek
efektifitas,efektif
efektivitas,efektif
efektivitasnya,efektif
effect,efek
effective,efektif
effectnnya,efek
effectnya,efek
effort,upaya
effort,usaha
effortless,tanpa usaha
egak,tidak
ehtapi,tapi
eksfoilasi,eksfoliasi
eksfoliate,eksfoliasi
eksfoliating,eksfoliasi
eksfoliator,eksfoliasi
ekspetasi,ekspektasi
ekstrak,ekstra
eman,memang
emang,memang
emangg,memang
emanggaku,memang aku
emank,memang
emg,memang
emng,memang
empty,kosong
enaak,enak
enakeun,enak
enakk,enak
enakuun,enak
endap,end
ending,end
enga,tidak
engak,tidak
engga,tidak
enggaak,tidak
enggak,tidak
engganya,tidak
enteng,gampang
enteng,ringan
entengnya,gampang
ering,kering
ering,sering
error,eror
esence,essence
esok,besok
essance,essence
essens,essence
essense,essence
essential,essence
ethanol,etanol
ethanolnya,ethanol
everr,ever
excited,semangat
exflo,eksfoliasi
exfo,eksfoliasi
exfol,eksfoliasi
exfolian,eksfoliasi
exfoliant,eksfoliasi
exfolianting,eksfoliasi
exfoliasi,eksfoliasi
exfoliasian,eksfoliasi
exfoliasinya,eksfoliasi
exfoliate,eksfoliasi
exfoliater,eksfoliasi
exfoliating,eksfoliasi
exfoliatingnya,eksfoliasi
exfoliatinh,eksfoliasi
exfoliation,eksfoliasi
exfoliator,eksfoliasi
exfotoner,eksfoliasi
exofoliate,eksfoliasi
exp,kadaluarsa
expect,ekspektasi
expectation,ekspektasi
experience,pengalaman
experienced,pengalaman
experiences,pengalaman
expire,kadaluarsa
expired,kadaluarsa
explore,cari
extra,ekstra
extract,ekstra
extractatau,ekstra
ezxited,exited
face,wajah
facewash,face wash
facewashnya,face wash
facewashnya,facewash
facial,facewash
facialwash,facewash
fake,palsu
faporit,favorit
fash,wash
fashwash,facewash
fasial,facewash
fav,favorit
fave,favorit
favo,favorit
favorit,favorit
favorite,favorit
favoriteeku,favorit
favoriteku,favorit
favoritku,favorit ku
favorito,favorit
favoritt,favorit
fel,feel
felsnya,feel
fighter,pejuang
fininshingnya,hasil
finishednya,hasil akhir
finishing,hasil akhir
finishingnya,hasil akhir
finishny,hasil
finishnya,hasil akhir
first,awal
firstly,awal
flacky,bersisik
flaky,bersisik
flawless,sempurna
foam,busa
foaming,busa
foamnya,busa
foamy,busa
forever,selalu
formulasi,formula
fot,for
found,ketemu
fragance,parfum
fragerance,parfum
fragnance,parfum
fragrance,parfum
fragranced,parfum
fragrancenya,parfum
fragrant,parfum
frak,aneh
freak,aneh
freakin,freak
fregerance,parfum
fregrance,parfum
fregrants,parfum
fresh,segar
freshnnya,segar
frustrasi,frustasi
full,penuh
fullnya,penuh
fullsize,ukuran besar
fully,penuh
fulsize,ukuran penuh
fungal acne,jerawat
fwash,facewash
fwnya,facial wash
ga,tidak
gaa,tidak
gaad,tidak ada
gaada,tidak ada
gabaca,tidak baca
gabagus,tidak bagus
gabakal,tidak akan
gabawa,tidak bawa
gabbisa,tidak bisa
gabegitu,tidak seperti itu
gaberani,tidak berani
gaberasa,tidak rasa
gabermasalah,tidak masalah
gabijin,tidak buat
gabikin,tidak buat
gabileh,tidak boleh
gabisa,tidak bisa
gabole,tidak boleh
gaboleh,tidak boleh
gaboros,tidak boros
gabsa,tidak bisa
gabuat,tidak buat
gacocok,tidak cocok
gada,tidak ada
gadibolehin,tidak boleh
gadipake,tidak di pakai
gadisarankan,tidak sarankan
gadulu,tidak dulu
gaenak,tidak enak
gagitu,tidak gitu
gahabis,tidak habis
gaheran,tidak heran
gahilang,tidak hilang
gailang,tidak hilang
gajadi,tidak jadi
gajelas,tidak jelas
gak,tidak
gakalah,tidak kalah
gakan,tidak akan
gakcocok,tidak cocok
gakepake,tidak terpakai
gakering,tidak kering
gakmau,tidak mau
gaktau,tidak tau
gakuat,tidak kuat
galama,tidak lama
galengket,tidak lengket
galus,halus
gama,sama
gamasalah,tidak masalah
gamau,tidak mau
gamengganggu,game ganggu
gamoang,gampang
ganeko,tidak neko
ganemu,tidak ketemu
gangelembabin,tidak lembap
gangerti,tidak paham
gangu,ganggu
ganpang,gampang
gantiin,ganti
gantin,ganti
gantle,gentle
ganyaman,tidak nyaman
ganyampe,tidak sampai
ganyerep,tidak serap
gapaham,tidak paham
gapakai,tidak pakai
gapake,tidak pakai
gapanas,tidak panas
gapapalah,gapapa
gaparah,tidak parah
gaperih,tidak perih 
gaperlu,tidak perlu
gaperna,tidak pernah
gapernah,tidak pernah
gapunya,tidak punya
garagara,karena
garecomed,tidak rekomendasi
garn,garnier
garni,garnier
garniee,garnier
garniernya,garnier
gasabar,tidak sabar
gasabaran,tidak sabar
gasakitt,tidak sakit
gasalah,tidak salah
gasamsek,tidak sama sekali
gasering,tidak sering
gasii,tidak sih
gasiih,tidak sih
gasuka,tidak suka
gasukak,tidak suka
gatahan,tidak tahan
gatakut,tidak takut
gatau,tidak tau
gataunya,tidak tau
gatausih,tidak tau
gatauu,tidak tau
gatel,gatal
gatell,gatal
gatelnya,gatal
gaterlalu,tidak terlalu
gausa,tidak perlu
gausah,tidak usah
gaush,tidak perlu
gayakin,tidak yakin
gda,tidak ada
gede,besar
gedee,besar
gedein,besar
gegara,karena
gelnya,gel
gemess,gemas
gempesin,kempes
gentel,gentle
gentlenya,gentle
gerakin,gerak
gilak,gila
gilirang,giliran
gimana,bagaimana
gimanaa,gimana
gjdi,tidak jadi
gk,tidak
glad,senang
glow,bersinar
glowdown,bersinar
glowing,bersinar
glowingnya,glowing
glowingnyaa,bersinar
glowup,bersinar
glowy,bersinar
gmapang,gampang
gmn,bagaimana
gmna,gimana
gmpang,gampang
gnti,ganti
gokil,keren
gokill,keren
gokyujun,gokujyun
gonta,ganti
good,bagus
goodjob,bagus
gpernah,tidak pernah
gprnh,tidak pernah
grailku,grail
grandakan,gradakan
greasy,berminyak
great,bagus
grgr,karena
gsk,gosok
gt,begitu
gtau,tidak tau
gtu,gitu
guede,besar
gunain,guna
habisin,habis
habiss,habis
hada,hadalabo
haluss,halus
haluus,halus
handalan,andal
hangatnyah,hangat
happy,senang
hapusnyaa,hapus
hapy,senang
hard,keras
harganga,harga
hargany,harga
harganyaa,harga
harii,hari
harmless,tidak berbahaya
harnganya,harga
harsh,keras
harumm,harus
harusberhenti,harus berhenti
haruss,harus
hasilnyaa,hasil
haslnya,hasil
hate,benci
hbis,habis
hbs,habis
healing,penyembuhan
health,sehat
healthier,lebih sehat
healthy,sehat
heavily,berat
heavy,berat
help,tolong
helpful,bermanfaat
helpfull,membantu
hempasin,hempas
henbodi,hand body
hentin,henti
hesitant,ragu
hidrating,hidrasi
hidration,hidrasi
high,tinggi
highly,sangat
higienis,higenis
hilangain,hilang
hilangin,hilang
hinga,hingga
hjrawat,jerawat
hlng,hilang
hmpir,hampir
hmpr,hampir
hollu,holly
hollu,holygrail
holly,holygrail
holy,holly
holy,holygrail
honest,jujur
honestly,jujur
hope,berharap
hopeless,putus asa
hormonal,hormon
hps,hapus
hrg,harga
hrga,harga
hrganya,harga
hri,hati
hrs,harus
hrus,harus
hrusnya,harus
hsil,hasil
hsilnya,hasilnya
hyaluron,hyaluronic
hyaman,nyaman
hydating,hidrasi
hydra,hidrasi
hydrate,hidrasi
hydrated,hidrasi
hydrating,hidrasi 
hydratingnya,hidrasi
hydration,hidrasi
hype,populer
hypenya,populer
idmaret,indomaret
idung,hidung
idungg,hidung
idungku,hidung
igredients,komposisi
iklanya,iklan
ilang,hilang
ilangan,hilang
ilangg,hilang
ilangin,hilang
ilangnya,hilang
iloveit,suka
imbangin,imbang
impact,dampak
imperssion,dorong
important,penting
impresion,dorong
impression,dorong
impressionnya,dorong
improvement,perbaikan
indomar,indomaret
indomarett,indomaret
indomart,indomaret
indomrt,indomaret
inflamasidan,inflamasi dan
inget,ingat
inggredients,komposisi
inggredientsnya,komposisi
ingin,mau
ingredient,komposisi
ingredients,komposisi
ingredientsnya,ingredients
ingredientsnya,komposisi
ingridients,komposisi
ingrrdients,komposisi
inii,ini
inintoner,toner
instant,instan
iritated,iritasi
irritate,iritasi
isengg,iseng
isih,isi
isinyaa,isi
item,hitam
itungannya,itungan
jadiautoglowing,jadi auto glowing
jadin,jadi
jalus,halus
janjiin,janji
jarnya,jar
jarr,jar
jatoh,jatuh
jatohnya,jatuhnya
jawat,gawat
jdi,jadi
jdinya,jadinya
jdnya,jadinya
jelasinnya,jelasi
jepangs,jepang
jerawa,jerawat
jerawataan,jerawat
jerawatan,jerawat
jerawatankan,jerawat
jerawatanpdhl,jerawatan padahal
jerawaten,jerawat
jerawatgede,jerawat besar
jerawatku,jerawat ku
jerawatnyaa,jerawat
jerawatpadahal,jerawat padahal
jerawatt,jerawat
jerawt,jerawat
jerewat,jerawat
jerewi,jerawat
jerewong,jerawat
jerewy,jerawat
jeriwi,jerawat
jerwatan,jerawat
jerwi,jerawat
jerwt,jerawat
jg,juga
jga,juga
jgn,jangan
jidaat,jidat
jidatt,jidat
jiwit,jerawat
jjadi,jadi
jkt,jakarta
jni,ini
jrawat,jerawat
jrawatan,jerawat
jrawatku,jerawat
jrg,jarang
jrwat,jerawat
jrwatan,jerawat
jrwt,jerawat
jrwtn,jerawat
jsdi,jadi
jualin,jual
jugaa,juga
jugadi,juga di
jugak,juga
jugga,juga
juha,juga
jujurly,jujur
jujurr,jujur
jujyur,jujur
jwbnnya,jawaban
jwrwat,jerawat
kacaw,kacau
kadangg,kadang
kadarnnya,kadar
kadi,jadi
kadsng,kadang
kaga,tidak
kai,hai
kalaupun,kalau
kaliann,kalian
kalie,kali
kall,kali
kalo,kalau
kalopun,kalau pun
kalyan,kalian
kandunganya,kandungan
kantonh,kantong
kapaa,kapas
kardusny,kardus
karema,karena
karen,keren
karenaa,karena
karene,karena
karn,karena
karna,karena
karrna,karena
kasat,kasar
kasi,kasih
katergori,kategori
kaya,kayak
kayaa,kayak
kayanyaa,kayak
kdang,kadang
kdg,kadang
kdng,kadang
keangkat,angkat
keangkatt,angkat
kebel,kebal
kebeli,beli
kebeneran,benar
kece,keren
keceng,kencang
keciill,kecil
kecik,kecil
kecilin,kecil
kecill,kecil
kecintaankuu,cinta
kecintaanrepurchase,cinta repurchase
kecintan,favorit
kecintanku,suka
kegt,kek gitu
keingetan,ingat
kejap,sekejap
kelaan,kelamaan
kelebihanya,kelebihan
kelembaban,lembap
kelembabannya,lembap
keliataa,liat
kelihatan,lihat
kelopek,kopek
kemanamana,mana
kemaren,kemarin
kembab,lembab
kembaliin,kembali
kembaliipernah,kembali pernah
kemerahaan,merah
kempesin,kempes
kempisin,kempes
kemuka,wajah
kemukaa,ke wajah
ken,kena
kenceng,kencang
kenlain,ke lain
kenpa,kenapa
kenpaa,kenapa
kenpes,kempes
kentel,kental
kenyall,kenyal
kenyel,kenyal
kepake,kepakai
kepake,pakai
kepepet,mendesak
keracuna,keracunan
keracunin,keracunan
kerasa,terasa
kerasanya,terasa
kerasanyaa,terasa
kerinb,kering
keringet,keringat
keringetan,keringat
keringg,kering
keringkalo,kering kalau
kerring,kering
kerung,kering
kesanya,kesan
kesed,keset
keset,kesat
ketangkep,ketangkap
ketarikk,ketarik
ketarikk,tarik
ketarikktpi,ketarik tapi
ketariktpi,ketarik tapi
ketarikuntuk,tarik 
ketidakcocokan,tidak cocok
ketii,ketiak
ketingat,keringat
kevewa,kecewa
keyel,kenyal
kicil,kecil
kilit,kulit
kinclong,bersih
kit,kita
kitaa,kita
kitnya,kita
kkn,karena
kkulit,kulit
kl,kalau
klaimnya,klaim
klaimnyano,klaim
klau,kalau
klebihanya,kelebihan
kli,kali
klian,kalian
kliatan,keliatan
klo,kalau
klok,kalau
klop,cocok
kluarga,keluarga
klw,kalau
kmpes,kempes
kmren,kemarin
kmrn,kemarin
knapa,kenapa
kndungan,komposisi
knp,kenapa
knpa,kenapa
kombi,kombinasi
kombin,kombinasi
kombinas,kombinasi
komeda,komedo
komedi,komedo
komedoan,komedo
komedoku,komedo
komedoku,komedo ku
komedonegic,komedogenic
komedonya,komedo
komedos,komedo
kompresin,kompres
kompress,kompres
konsentratnya,konsentrasi
konsul,konsultasi
kopek,kelupas
kotorann,kotoran
kotoranya,kotoran
kottoran,kotoran
krena,karena
krg,kurang
krn,karena
krna,karena
ksh,kasih
ksini,kesini
ktanya,kata
kuakubilang,bilang
kualitass,kualitas
kuapitas,kualitas
kucek,kucel
kucoba,ku coba
kuinget,ku ingat
kujadiin,jadikan
kujadin,jadi
kukasi,kasih
kukit,kulit
kukitku,kulit ku
kukiy,kulit
kuliat,ku lihat
kuliit,kulit
kulis,kulit
kulita,kulit
kulitku,kulit ku
kulitkuu,kulit
kulitnnya,kulit
kulitnyaa,kulit
kulitt,kulit
kulkkas,kulkas
kult,kulit
kulti,kulit
kulut,kulit
kumandan,kuman dan
kuntji,kunci
kupakai,ku pakai
kupake,ku pakai
kurangg,kurang
kurangin,kurang
kurasain,kurasa
kurcok,kurang cocok
kurekomendasikanuntuk,ku rekomendasikan untuk
kureng,kurang
kurleb,kurang lebih
kurusak,rusak
kusamm,kusam
kusaranin,ku saran
kusem,kusam
kusimpulin,kusimpul
kustop,ku berhenti
kusukaa,suka
kuterusin,kuterusi
kutolerin,kutoleransi
kw,palsu
kwajah,wajah
kwnya,palsu
kya,kayak
kyk,kayak
kyknya,kayaknya
kyny,kayaknya
lainn,lain
lakuu,laku
lamaa,lama
langanan,langganan
langananku,langganan
langgan,langganan
langsoongg,langsung
langsubg,langsung
langsung,langsung
langsungg,langsung
langsunh,langsung
langusng,langsung
lanjur,lanjut
lanjutannya,lanjutannya
lanjutin,lanjut
lansung,langsung
large,besar
laun,lain
layer,lapis
layering,lapis
layernya,lapisnya
layers,lapis
lbh,lebih
lbih,lebih
least,sedikit
leave,tinggal
leaving,tinggal
lebab,lebay
lebay,heboh
lebh,lebih
lebhih,lebih
lebi,lebih
lebib,lebih
lebihh,lebih
lembab,lembap
lembabb,lembap
lembabin,lembap
lembabinya,lembap
lembabkan,lembap
